grid_square,latitude,longitude,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe
"51.637,-0.071",51.637,-0.071,59.2,114.8,51340.2,1
"51.296,-0.0095",51.29600000000001,-0.0095,34.8,0.0,130464.6,1
"51.524,-0.1295",51.523999999999994,-0.1295,127.4,2082.2,14458.0,1
"51.301,0.2265",51.301,0.2265,2.0,0.0,48621.4,1
"51.6375,-0.167",51.6375,-0.16699999999999998,54.4,2.2,399.2,1
"51.6885,-0.1715",51.6885,-0.1715,3.5,60.8,17224.8,1
"51.5265,-0.468",51.5265,-0.46799999999999997,32.1,70.4,9173.999999999998,1
"51.5505,-0.4505",51.5505,-0.4505,23.6,72.0,18249.0,1
"51.3425,0.003",51.3425,0.003,55.5,8.2,1046.8,1
"51.5345,-0.1525",51.5345,-0.1525,63.5,749.2,21649.000000000004,1
"51.28,0.11",51.28,0.11,1.6,0.0,130464.6,1
"51.645,-0.537",51.645,-0.537,3.6,38.8,1636.4,1
"51.6555,0.2015",51.6555,0.2015,16.0,6.8,8725.400000000001,1
"51.4435,-0.407",51.4435,-0.40700000000000003,50.3,28.2,908.6,1
"51.368,0.2285",51.368,0.2285,51.8,9.4,15608.0,1
"51.6105,-0.1675",51.6105,-0.1675,33.9,32.4,2486.4,1
"51.371,-0.1255",51.371,-0.1255,50.1,136.6,27055.2,1
"51.343,-0.0775",51.343,-0.0775,31.4,75.4,19893.4,1
"51.6295,0.1885",51.6295,0.1885,2.7,10.0,1311.75,1
"51.68,0.1015",51.68,0.1015,66.2,1.2,436.60000000000014,1
"51.621,0.2355",51.621,0.2355,4.4,0.0,134308.0,1
"51.6915,-0.482",51.6915,-0.48200000000000004,3.6,0.0,176717.0,1
"51.3955,-0.244",51.3955,-0.244,55.0,7.0,90115.2,1
"51.5335,-0.2045",51.5335,-0.2045,116.4,344.6,5826.200000000002,1
"51.6455,-0.4325",51.6455,-0.4325,25.4,50.8,11262.999999999998,1
"51.3355,0.2645",51.3355,0.2645,2.0,24.2,8521.2,1
"51.499,0.0935",51.498999999999995,0.0935,43.1,17.6,31710.2,1
"51.663,0.077",51.663000000000004,0.077,66.2,19.2,14936.0,1
"51.499,-0.077",51.498999999999995,-0.077,162.9,395.6,8562.0,1
"51.401,-0.2995",51.401,-0.2995,70.8,183.6,13250.4,1
"51.4645,0.2625",51.4645,0.2625,1.5,0.0,123816.5,1
"51.398,0.272",51.398,0.272,20.6,6.8,1961.4,1
"51.4625,-0.188",51.4625,-0.188,56.8,746.2,28811.8,1
"51.592,-0.106",51.592,-0.106,137.6,824.4,13361.8,1
"51.5,0.2405",51.5,0.2405,1.5,64.6,21136.4,1
"51.455,-0.461",51.455,-0.461,9.6,18.2,719.5999999999998,1
"51.669,-0.2895",51.669,-0.2895,56.7,7.0,426.4,1
"51.49,-0.1395",51.49,-0.1395,437.0,274.4,8248.8,1
"51.2705,-0.2485",51.2705,-0.2485,11.2,144.6,13997.4,1
"51.445,-0.447",51.445,-0.447,9.6,78.6,30285.0,1
"51.417,-0.1055",51.417,-0.1055,51.3,93.4,16137.2,1
"51.417,-0.278",51.417,-0.278,67.8,119.8,14342.2,1
"51.622,-0.3725",51.622,-0.3725,21.9,9.8,393.4,1
"51.674,-0.363",51.674,-0.363,7.7,28.6,45345.6,1
"51.613,0.1355",51.613,0.1355,4.0,64.0,27540.6,1
"51.7065,-0.346",51.7065,-0.34600000000000003,7.7,49.6,317.8,1
"51.369,-0.136",51.369,-0.136,59.1,136.6,27055.2,1
"51.595,-0.199",51.595,-0.19899999999999998,77.5,246.8,22323.6,1
"51.438,0.0275",51.438,0.0275,56.7,31.0,7001.799999999998,1
"51.275,-0.4835",51.275,-0.4835,10.6,0.6,90095.6,1
"51.4615,-0.4175",51.4615,-0.4175,11.6,75.2,28909.800000000007,1
"51.3385,0.164",51.3385,0.16399999999999998,2.0,116.8,12258.2,1
"51.528,0.2135",51.528,0.2135,26.0,31.6,20922.2,1
"51.69,-0.2755",51.69,-0.2755,7.6,1.4,371.2000000000001,1
"51.313,-0.362",51.313,-0.36200000000000004,4.0,0.0,151384.6,1
"51.3885,0.2885",51.3885,0.2885,20.6,0.0,57099.60000000001,1
"51.332,-0.279",51.332,-0.27899999999999997,32.1,85.2,16208.4,1
"51.4135,-0.3715",51.4135,-0.3715,37.6,151.2,17825.0,1
"51.347,-0.3305",51.347,-0.3305,4.0,107.0,20768.6,1
"51.3595,-0.277",51.3595,-0.27699999999999997,32.1,402.8,15107.999999999998,1
"51.3775,-0.045",51.3775,-0.045,33.9,188.0,20025.0,1
"51.5785,0.0645",51.5785,0.0645,71.8,121.6,32508.800000000007,1
"51.4395,-0.1665",51.4395,-0.1665,134.5,1129.4,21103.2,1
"51.354,-0.3865",51.354,-0.3865,16.3,168.4,12103.399999999998,1
"51.266,0.1755",51.266000000000005,0.1755,2.0,0.8,44757.99999999999,1
"51.5175,-0.1255",51.5175,-0.1255,124.3,2513.0,12655.8,1
"51.264,-0.2165",51.263999999999996,-0.2165,11.2,43.4,36425.999999999985,1
"51.5265,-0.2415",51.5265,-0.2415,10.7,508.6,25700.6,1
"51.2635,-0.135",51.2635,-0.135,6.5,0.0,31967.8,1
"51.283,-0.4885",51.283,-0.4885,10.6,0.6,90095.6,1
"51.381,0.1185",51.381,0.1185,29.4,123.8,15964.6,1
"51.4425,-0.178",51.4425,-0.17800000000000002,39.6,387.4,8592.4,1
"51.4305,0.0855",51.4305,0.0855,65.4,42.4,8481.000000000002,1
"51.593,-0.5185",51.593,-0.5185,3.6,16.4,12239.000000000002,1
"51.3515,-0.2125",51.3515,-0.2125,22.2,71.0,24810.2,1
"51.535,-0.346",51.535,-0.34600000000000003,50.9,98.4,125721.8,1
"51.289,0.1925",51.288999999999994,0.1925,2.0,32.6,14695.2,1
"51.5135,-0.3215",51.5135,-0.3215,152.3,247.2,12686.6,1
"51.319,-0.114",51.318999999999996,-0.114,32.7,28.8,9639.8,1
"51.665,0.0195",51.665,0.0195,43.3,2.4,15566.4,1
"51.453,-0.4185",51.453,-0.4185,52.2,154.8,17385.0,1
"51.3725,0.1925",51.3725,0.1925,2.2,0.8,12842.8,1
"51.3645,-0.016",51.3645,-0.016,19.5,19.4,24415.2,1
"51.704,-0.135",51.70399999999999,-0.135,1.3,19.0,12548.999999999998,1
"51.7035,-0.2205",51.7035,-0.2205,10.1,0.0,49495.99999999999,1
"51.6405,0.2295",51.6405,0.2295,4.4,0.0,134308.0,1
"51.4815,0.011",51.4815,0.011000000000000001,69.0,365.0,14891.0,1
"51.662,-0.1785",51.662,-0.1785,11.3,29.6,6902.8,1
"51.574,0.244",51.574,0.244,23.2,12.0,4628.0,1
"51.441,-0.5115",51.441,-0.5115,1.2,13.2,35854.6,1
"51.627,-0.4585",51.626999999999995,-0.4585,19.8,38.0,21491.4,1
"51.4945,0.0715",51.4945,0.0715,87.6,270.0,35617.8,1
"51.5595,-0.0405",51.5595,-0.0405,71.5,447.2,21029.8,1
"51.267,-0.2065",51.266999999999996,-0.2065,11.2,43.4,36425.999999999985,1
"51.636,-0.5405",51.636,-0.5405,3.6,0.0,149683.4,1
"51.6635,-0.3985",51.6635,-0.3985,39.6,521.2,22680.2,1
"51.6615,-0.416",51.6615,-0.41600000000000004,39.6,104.4,23958.4,1
"51.616,0.1685",51.61600000000001,0.1685,70.2,100.0,20106.6,1
"51.2585,0.0925",51.2585,0.0925,1.6,38.0,15100.6,1
"51.271,-0.404",51.271,-0.40399999999999997,4.0,41.2,10791.0,1
"51.4065,-0.4585",51.4065,-0.4585,10.6,200.8,11585.600000000002,1
"51.669,-0.3195",51.669,-0.3195,6.9,157.0,15856.0,1
"51.55,-0.03",51.55,-0.03,22.4,0.6,87615.20000000001,1
"51.4945,-0.242",51.4945,-0.242,220.0,1776.8,13259.4,1
"51.525,0.025",51.525,0.025,133.8,415.8,18962.6,1
"51.338,-0.238",51.338,-0.23800000000000002,11.2,113.4,17771.600000000002,1
"51.5815,0.213",51.5815,0.213,69.0,86.8,6756.6,1
"51.3235,-0.13",51.3235,-0.13,16.3,73.2,24309.0,1
"51.559,0.1035",51.559,0.1035,50.6,19.0,1495.6,1
"51.285,-0.4975",51.285,-0.4975,10.6,0.6,90095.6,1
"51.464,-0.103",51.464,-0.10300000000000001,89.6,864.4,6767.199999999999,1
"51.517,-0.184",51.516999999999996,-0.184,237.8,676.0,12397.0,1
"51.535,-0.3235",51.535,-0.3235,44.7,12.8,509.2,1
"51.4795,0.024",51.4795,0.024,88.3,0.4,80286.59999999999,1
"51.5115,-0.447",51.5115,-0.447,29.0,116.6,29915.0,1
"51.356,-0.042",51.356,-0.042,4.5,19.4,24415.2,1
"51.6365,0.1315",51.6365,0.1315,64.2,4.2,8677.6,1
"51.354,-0.232",51.354,-0.23199999999999998,31.2,113.4,17771.600000000002,1
"51.471,-0.075",51.471000000000004,-0.075,83.8,1816.666666666667,4781.333333333333,1
"51.3045,-0.186",51.3045,-0.18600000000000003,62.4,51.6,3985.4,1
"51.506,-0.4015",51.506,-0.4015,44.2,131.6,59523.0,1
"51.454,-0.4475",51.45399999999999,-0.4475,9.6,91.0,41630.6,1
"51.393,0.2225",51.393,0.2225,34.4,9.4,15608.0,1
"51.5065,-0.5225",51.5065,-0.5225,17.4,0.0,149098.2,1
"51.717,0.126",51.717,0.126,64.2,0.0,108809.8,1
"51.544,-0.52",51.544,-0.52,30.6,54.8,4572.0,1
"51.4905,-0.353",51.4905,-0.353,18.0,0.0,99981.2,1
"51.4535,-0.4705",51.4535,-0.4705,9.6,18.2,719.5999999999998,1
"51.586,0.114",51.586000000000006,0.114,2.9,88.0,19204.800000000007,1
"51.4475,0.1575",51.4475,0.1575,36.4,107.6,33887.0,1
"51.3175,-0.3505",51.3175,-0.3505,4.0,67.6,12615.4,1
"51.457,-0.149",51.457,-0.149,85.1,578.8,24245.2,1
"51.679,-0.257",51.678999999999995,-0.257,7.6,15.8,3529.4,1
"51.6135,-0.1",51.6135,-0.1,64.4,63.8,64896.0,1
"51.4705,-0.2515",51.4705,-0.2515,116.1,502.0,11652.4,1
"51.5605,-0.4555",51.5605,-0.4555,34.0,31.0,100934.6,1
"51.3765,-0.15",51.3765,-0.15,62.0,109.8,10549.0,1
"51.293,0.1465",51.293,0.1465,2.0,79.6,5344.4000000000015,1
"51.6015,-0.1615",51.6015,-0.1615,57.7,14.6,79354.4,1
"51.451,-0.3085",51.451,-0.3085,48.7,479.4,8151.2,1
"51.4835,-0.347",51.4835,-0.34700000000000003,47.7,222.6,45217.2,1
"51.354,-0.033",51.354,-0.033,11.3,19.4,24415.2,1
"51.5055,-0.542",51.5055,-0.542,17.4,0.0,140537.59999999998,1
"51.3815,0.0065",51.3815,0.0065,46.4,56.4,13891.6,1
"51.3675,0.083",51.3675,0.083,48.7,65.0,17750.399999999998,1
"51.4875,0.2455",51.4875,0.2455,1.5,0.0,78106.40000000001,1
"51.3985,-0.3935",51.3985,-0.3935,16.3,69.2,861.0,1
"51.5605,-0.035",51.5605,-0.035,138.2,1333.0,26286.0,1
"51.3635,-0.0555",51.3635,-0.0555,12.6,7.4,15574.4,1
"51.6825,0.208",51.6825,0.20800000000000002,4.4,6.8,8725.400000000001,1
"51.326,-0.4605",51.326,-0.4605,10.6,86.8,22082.800000000007,1
"51.46,0.069",51.46,0.069,24.0,154.0,19839.4,1
"51.7045,-0.303",51.7045,-0.303,6.9,65.2,8439.6,1
"51.286,-0.496",51.286,-0.496,10.6,0.6,90095.6,1
"51.4575,-0.052",51.4575,-0.052000000000000005,41.1,209.6,11095.2,1
"51.4155,-0.1465",51.4155,-0.1465,83.2,19.4,677.0,1
"51.7105,-0.0615",51.7105,-0.0615,56.6,8.0,15263.6,1
"51.534,-0.399",51.534,-0.39899999999999997,59.1,64.6,22725.6,1
"51.3095,0.1285",51.3095,0.1285,2.0,26.25,78.25,1
"51.257,0.0855",51.257,0.0855,1.6,27.4,11868.8,1
"51.5435,-0.013",51.5435,-0.013000000000000001,19.5,0.6,92606.4,1
"51.702,-0.0195",51.702,-0.0195,48.3,270.2,25022.0,1
"51.3415,-0.536",51.3415,-0.536,10.6,7.2,1074.6,1
"51.7075,0.0245",51.7075,0.0245,100.8,2.6,453.4,1
"51.4625,0.2205",51.4625,0.2205,11.8,51.2,25131.6,1
"51.4245,-0.271",51.4245,-0.271,10.8,161.2,16764.0,1
"51.634,-0.5035",51.63399999999999,-0.5035,3.6,6.4,19430.6,1
"51.3335,0.008",51.3335,0.008,55.5,41.0,15734.0,1
"51.717,-0.541",51.717,-0.541,3.6,55.8,5519.2,1
"51.5895,-0.4685",51.5895,-0.4685,7.6,111.8,25136.2,1
"51.7135,-0.214",51.7135,-0.214,10.1,0.0,71997.6,1
"51.512,-0.514",51.512,-0.514,17.4,12.2,439.00000000000006,1
"51.3465,-0.2505",51.3465,-0.2505,57.4,194.6,20531.0,1
"51.28,-0.54",51.28,-0.54,10.6,116.6,13829.2,1
"51.5105,0.0995",51.5105,0.0995,20.4,32.6,14846.6,1
"51.638,0.2865",51.638000000000005,0.2865,4.1,70.4,14681.2,1
"51.5395,-0.463",51.5395,-0.46299999999999997,26.0,200.4,38775.6,1
"51.4395,-0.485",51.4395,-0.485,1.2,173.4,26819.4,1
"51.5055,0.0675",51.5055,0.0675,76.3,133.0,11097.999999999998,1
"51.5525,0.051",51.5525,0.051,131.6,605.6,16857.000000000004,1
"51.645,-0.261",51.645,-0.261,7.6,21.0,15400.2,1
"51.707,-0.014",51.707,-0.013999999999999999,48.3,4.0,451.00000000000006,1
"51.626,-0.0935",51.626000000000005,-0.0935,45.6,84.6,19072.8,1
"51.5035,0.215",51.5035,0.215,1.5,0.0,76459.8,1
"51.713,0.047",51.713,0.047,100.8,34.2,6669.4,1
"51.304,0.183",51.303999999999995,0.183,2.0,32.6,14695.2,1
"51.397,-0.0415",51.397,-0.0415,38.9,134.6,17265.4,1
"51.5805,-0.4345",51.5805,-0.4345,40.9,81.0,16654.399999999998,1
"51.433,-0.403",51.433,-0.40299999999999997,35.3,40.6,70418.0,1
"51.4465,0.2395",51.4465,0.2395,20.6,1.3333333333333333,121808.0,1
"51.6185,-0.414",51.6185,-0.414,39.6,38.6,14959.000000000002,1
"51.4345,0.0165",51.4345,0.0165,102.8,42.4,10785.0,1
"51.5685,-0.127",51.5685,-0.127,170.7,313.2,1866.8,1
"51.622,0.235",51.622,0.235,4.4,0.0,134308.0,1
"51.607,0.134",51.607,0.134,4.0,64.0,27540.6,1
"51.483,-0.3205",51.483000000000004,-0.3205,17.9,744.4,15388.6,1
"51.355,-0.2695",51.355,-0.2695,32.1,402.8,15107.999999999998,1
"51.3045,0.0615",51.3045,0.0615,1.6,12.6,9573.2,1
"51.4515,-0.3195",51.4515,-0.3195,113.4,288.0,5608.399999999999,1
"51.302,-0.16",51.302,-0.16,10.9,83.0,33465.4,1
"51.381,-0.038",51.381,-0.038,39.0,5.6,662.4,1
"51.2825,-0.138",51.2825,-0.138,6.5,0.0,31967.8,1
"51.6385,-0.089",51.6385,-0.08900000000000001,21.2,162.4,16833.800000000007,1
"51.52,-0.081",51.52,-0.081,6.3,4575.8,16050.2,1
"51.638,0.1195",51.638000000000005,0.1195,64.2,4.2,8677.6,1
"51.471,-0.405",51.471000000000004,-0.405,20.1,110.4,30351.8,1
"51.6495,0.046",51.6495,0.046,20.1,117.2,14535.6,1
"51.366,-0.2515",51.36600000000001,-0.2515,57.4,235.0,39852.6,1
"51.592,-0.3535",51.592,-0.3535,66.7,103.8,16362.000000000002,1
"51.651,-0.5395",51.651,-0.5395,3.6,38.8,1636.4,1
"51.601,-0.2255",51.601000000000006,-0.2255,37.9,39.6,45752.0,1
"51.5575,-0.27",51.5575,-0.27,24.1,81.0,903.2,1
"51.562,-0.0685",51.562,-0.0685,129.1,775.2,15733.8,1
"51.574,-0.324",51.574,-0.324,28.1,134.6,41205.6,1
"51.6455,-0.4095",51.6455,-0.4095,39.6,77.4,8986.599999999999,1
"51.629,-0.3965",51.629,-0.3965,12.3,7.0,363.2000000000001,1
"51.51,0.0765",51.51,0.0765,7.3,14.4,37786.0,1
"51.353,-0.4865",51.353,-0.4865,10.6,0.0,174688.2,1
"51.3815,-0.3555",51.3815,-0.3555,3.8,225.3333333333333,25264.33333333333,1
"51.3525,-0.133",51.3525,-0.133,57.8,36.6,2202.8,1
"51.6645,-0.307",51.6645,-0.307,6.9,7.0,426.4,1
"51.636,-0.1815",51.636,-0.1815,42.9,247.4,27987.0,1
"51.5495,-0.47",51.5495,-0.47,25.8,80.2,26882.0,1
"51.584,-0.539",51.583999999999996,-0.539,3.6,45.0,11475.0,1
"51.609,-0.081",51.608999999999995,-0.081,79.7,152.0,33879.200000000004,1
"51.6715,-0.5415",51.6715,-0.5415,3.6,43.4,13351.999999999998,1
"51.5895,-0.0875",51.5895,-0.0875,67.2,197.2,10716.0,1
"51.472,-0.1335",51.472,-0.1335,113.3,1736.6,16886.8,1
"51.337,0.253",51.336999999999996,0.253,2.0,24.2,8521.2,1
"51.421,0.083",51.42100000000001,0.083,9.9,58.4,27156.4,1
"51.291,0.1685",51.291000000000004,0.1685,2.0,87.4,18780.6,1
"51.474,0.2585",51.474,0.2585,1.5,0.0,123816.5,1
"51.521,-0.385",51.521,-0.385,27.1,789.2,24208.800000000007,1
"51.2865,-0.511",51.2865,-0.511,10.6,10.2,1095.8,1
"51.5215,-0.4955",51.5215,-0.4955,23.4,12.2,439.00000000000006,1
"51.3845,-0.5335",51.3845,-0.5335,1.2,0.0,177327.8,1
"51.343,-0.005",51.343,-0.005,55.5,19.4,24415.2,1
"51.6505,-0.329",51.6505,-0.32899999999999996,6.9,24.2,22523.0,1
"51.647,0.0615",51.647,0.0615,31.7,3.2,564.8000000000002,1
"51.506,0.12",51.506,0.12,141.6,15.4,8214.400000000001,1
"51.521,-0.2715",51.521,-0.2715,44.2,151.0,79001.40000000001,1
"51.536,-0.302",51.536,-0.302,31.1,235.0,30264.6,1
"51.3495,0.182",51.3495,0.182,2.0,0.0,113675.4,1
"51.304,-0.2315",51.303999999999995,-0.2315,11.2,46.0,16543.6,1
"51.329,-0.252",51.32899999999999,-0.252,11.2,44.0,9055.6,1
"51.4405,-0.2805",51.4405,-0.2805,25.2,161.2,16764.0,1
"51.5075,0.0",51.5075,0.0,98.4,68.6,48232.4,1
"51.6545,0.0955",51.6545,0.0955,66.2,10.6,14047.6,1
"51.502,0.189",51.501999999999995,0.18899999999999997,38.0,15.6,1513.1999999999996,1
"51.562,-0.3485",51.562,-0.3485,51.4,33.6,14677.4,1
"51.2815,0.115",51.2815,0.115,1.6,0.0,130464.6,1
"51.3865,-0.5305",51.3865,-0.5305,1.2,0.0,177327.8,1
"51.509,-0.381",51.50899999999999,-0.381,136.9,789.2,24208.800000000007,1
"51.512,-0.4275",51.512,-0.4275,19.1,1.6,130.6,1
"51.7185,-0.205",51.7185,-0.205,10.1,46.6,13267.2,1
"51.573,-0.025",51.573,-0.025,170.4,1333.0,26286.0,1
"51.402,-0.3295",51.402,-0.3295,3.8,635.2,19248.2,1
"51.303,-0.1425",51.303000000000004,-0.1425,12.1,83.0,33465.4,1
"51.653,0.223",51.653,0.223,4.4,6.8,8725.400000000001,1
"51.297,-0.297",51.297,-0.297,4.0,51.6,24556.4,1
"51.689,-0.488",51.68899999999999,-0.488,3.6,0.0,176717.0,1
"51.422,-0.3235",51.422,-0.3235,60.7,362.2,16092.6,1
"51.2595,-0.451",51.2595,-0.451,4.0,93.8,12960.2,1
"51.536,-0.277",51.536,-0.27699999999999997,49.6,27.6,97132.2,1
"51.3595,0.002",51.3595,0.002,26.9,41.6,25196.800000000007,1
"51.672,0.2295",51.672,0.2295,4.4,6.8,8725.400000000001,1
"51.4275,0.0085",51.4275,0.0085,56.7,17.0,2194.2000000000007,1
"51.604,0.2465",51.604,0.2465,10.2,77.4,41747.4,1
"51.26,-0.039",51.26,-0.039,34.6,12.2,20924.6,1
"51.5085,0.163",51.5085,0.163,12.9,56.6,6925.4000000000015,1
"51.273,-0.3095",51.273,-0.3095,4.0,41.6,23494.8,1
"51.632,-0.184",51.632,-0.184,13.6,247.4,27987.0,1
"51.482,-0.1485",51.482,-0.1485,39.3,3111.6,27694.800000000007,1
"51.58,-0.216",51.58,-0.21600000000000003,46.8,25.0,75522.8,1
"51.5795,0.1565",51.5795,0.1565,35.7,43.6,52972.0,1
"51.67,-0.114",51.67,-0.114,17.1,84.8,15573.999999999998,1
"51.4085,0.1725",51.4085,0.1725,11.9,22.8,2280.2000000000007,1
"51.6595,-0.022",51.6595,-0.022000000000000002,43.3,53.6,21763.0,1
"51.616,-0.1485",51.61600000000001,-0.1485,68.1,89.0,21417.6,1
"51.687,0.0645",51.687,0.0645,20.1,17.0,21763.4,1
"51.557,-0.4515",51.556999999999995,-0.4515,25.4,26.2,85795.19999999997,1
"51.6815,0.0715",51.6815,0.0715,31.7,0.0,122721.6,1
"51.6565,-0.0405",51.6565,-0.0405,96.5,81.8,19541.6,1
"51.546,-0.406",51.54600000000001,-0.406,7.5,64.6,22725.6,1
"51.287,0.251",51.287,0.251,2.0,6.2,16295.399999999998,1
"51.4515,-0.5155",51.4515,-0.5155,1.2,0.0,198459.2,1
"51.4825,0.19",51.4825,0.19,52.9,14.2,411.8,1
"51.5915,0.0405",51.5915,0.0405,26.9,0.0,43909.8,1
"51.6585,-0.3735",51.6585,-0.3735,21.9,2.4,48380.4,1
"51.5005,-0.47",51.5005,-0.47,31.7,0.0,153634.80000000002,1
"51.5965,0.235",51.5965,0.235,48.1,77.4,41747.4,1
"51.3005,-0.185",51.3005,-0.185,62.4,51.6,3985.4,1
"51.308,-0.043",51.308,-0.043,34.6,13.4,3168.800000000001,1
"51.397,0.144",51.397,0.14400000000000002,2.2,37.8,3653.6,1
"51.458,-0.156",51.458,-0.156,120.5,578.8,24245.2,1
"51.608,0.1925",51.608000000000004,0.1925,56.4,10.0,1311.75,1
"51.693,-0.1955",51.693000000000005,-0.1955,10.1,0.0,151025.19999999998,1
"51.639,-0.4245",51.638999999999996,-0.4245,25.4,74.8,13163.6,1
"51.7005,-0.432",51.7005,-0.43200000000000005,25.4,6.0,315.8,1
"51.3085,-0.474",51.3085,-0.474,10.6,0.6,90095.6,1
"51.5675,-0.35",51.5675,-0.35,101.6,8.4,15430.0,1
"51.33,-0.249",51.33,-0.249,11.2,44.0,9055.6,1
"51.6725,-0.165",51.6725,-0.165,3.5,16.4,18312.8,1
"51.4705,0.1405",51.4705,0.1405,49.9,16.8,520.4,1
"51.6225,-0.024",51.6225,-0.024,87.5,33.0,18143.2,1
"51.6035,0.279",51.6035,0.27899999999999997,4.1,64.8,16001.199999999995,1
"51.717,0.279",51.717,0.27899999999999997,4.4,34.8,15552.0,1
"51.342,0.207",51.342,0.207,2.0,20.8,1177.6,1
"51.403,-0.153",51.403,-0.153,69.0,30.6,2423.2,1
"51.666,0.026",51.666000000000004,0.026000000000000002,13.1,21.0,19809.4,1
"51.427,0.0465",51.427,0.0465,50.8,72.0,10426.2,1
"51.6545,-0.5315",51.6545,-0.5315,3.6,38.8,1636.4,1
"51.58,0.0365",51.58,0.0365,15.0,68.6,85796.79999999999,1
"51.648,-0.127",51.648,-0.127,53.4,58.8,17188.399999999998,1
"51.289,-0.0395",51.288999999999994,-0.0395,34.6,13.4,3168.800000000001,1
"51.437,-0.468",51.437,-0.46799999999999997,9.6,8.4,299.7999999999999,1
"51.629,-0.1535",51.629,-0.1535,39.8,40.0,14289.0,1
"51.4895,0.214",51.4895,0.214,1.5,0.0,76459.8,1
"51.298,-0.3475",51.298,-0.3475,4.0,68.0,7229.800000000001,1
"51.4555,0.0545",51.4555,0.0545,60.7,0.6,75670.40000000001,1
"51.3575,0.136",51.3575,0.136,2.0,1.0,23858.2,1
"51.7005,0.1565",51.7005,0.1565,2.7,0.0,108809.8,1
"51.4385,0.2575",51.4385,0.2575,20.6,86.4,21932.0,1
"51.317,-0.0365",51.317,-0.0365,10.4,13.4,3168.800000000001,1
"51.683,0.267",51.683,0.267,4.4,8.0,6875.600000000001,1
"51.6495,-0.3625",51.6495,-0.3625,5.3,32.0,1042.2,1
"51.279,-0.353",51.278999999999996,-0.353,4.0,3.8,514.9999999999999,1
"51.6,-0.0655",51.6,-0.0655,160.0,412.8,14624.4,1
"51.4865,0.101",51.4865,0.10099999999999999,136.3,127.8,17445.4,1
"51.599,-0.0995",51.599,-0.0995,172.2,168.8,16661.8,1
"51.431,0.193",51.431000000000004,0.193,51.8,36.8,18091.0,1
"51.584,-0.2035",51.583999999999996,-0.2035,80.4,99.4,112829.40000000002,1
"51.2825,-0.4695",51.2825,-0.4695,70.5,0.6,90095.6,1
"51.2845,-0.188",51.2845,-0.188,62.4,51.6,3985.4,1
"51.416,0.282",51.416000000000004,0.282,20.6,3.0,580.4,1
"51.33,-0.431",51.33,-0.431,16.3,2.6,86170.79999999999,1
"51.686,-0.362",51.68600000000001,-0.36200000000000004,7.7,49.6,317.8,1
"51.4205,-0.4925",51.4205,-0.4925,9.6,5.6,303.4000000000001,1
"51.536,0.0065",51.536,0.0065,124.3,269.4,16053.2,1
"51.5055,0.0485",51.5055,0.0485,28.8,87.0,5548.4,1
"51.2885,-0.1715",51.2885,-0.1715,10.9,51.6,3985.4,1
"51.5965,-0.437",51.5965,-0.43700000000000006,15.4,111.8,25136.2,1
"51.551,0.0985",51.551,0.0985,72.8,43.8,23144.8,1
"51.628,0.13",51.628,0.13,4.0,4.2,8677.6,1
"51.554,-0.478",51.553999999999995,-0.478,65.8,8.0,103045.6,1
"51.407,-0.1535",51.407,-0.1535,69.0,30.6,2423.2,1
"51.6395,-0.0885",51.6395,-0.0885,21.2,162.4,16833.800000000007,1
"51.7045,-0.366",51.7045,-0.366,7.7,49.6,317.8,1
"51.7065,-0.23",51.7065,-0.23,10.1,0.0,137003.40000000002,1
"51.7045,-0.19",51.7045,-0.19,3.5,131.0,12843.8,1
"51.508,-0.2",51.508,-0.2,138.6,2676.6,27764.4,1
"51.547,-0.116",51.547,-0.11599999999999999,108.8,1359.0,18015.0,1
"51.5685,0.03",51.5685,0.03,11.5,269.6,28860.2,1
"51.3685,0.2405",51.3685,0.2405,34.4,9.4,15608.0,1
"51.412,-0.256",51.412,-0.256,11.2,40.4,4020.6,1
"51.287,-0.167",51.287,-0.16699999999999998,10.9,92.4,35338.4,1
"51.5255,0.13",51.5255,0.13,6.9,71.4,95543.4,1
"51.325,0.1715",51.325,0.1715,2.0,0.0,99885.6,1
"51.471,-0.089",51.471000000000004,-0.08900000000000001,78.5,875.0,11632.2,1
"51.646,0.206",51.646,0.20600000000000002,16.0,6.8,8725.400000000001,1
"51.5965,0.0835",51.5965,0.0835,34.0,53.6,18179.6,1
"51.5495,-0.2665",51.5495,-0.2665,104.5,52.2,90024.20000000003,1
"51.3295,0.2125",51.3295,0.2125,2.0,20.8,1177.6,1
"51.51,-0.289",51.51,-0.289,45.8,1374.6,14332.999999999998,1
"51.4205,-0.2955",51.4205,-0.2955,88.2,190.8,1106.7999999999997,1
"51.276,-0.5145",51.276,-0.5145,10.6,2.6,94568.8,1
"51.5175,0.0025",51.5175,0.0025,72.5,422.0,117617.6,1
"51.6165,-0.152",51.6165,-0.152,54.4,89.0,21417.6,1
"51.5245,-0.2685",51.5245,-0.2685,19.1,151.0,79001.40000000001,1
"51.5195,-0.201",51.5195,-0.201,227.0,858.0,10697.4,1
"51.616,0.0755",51.61600000000001,0.0755,25.2,22.2,10086.6,1
"51.314,-0.1015",51.31399999999999,-0.1015,6.9,15.2,2286.4,1
"51.278,-0.5415",51.278,-0.5415,10.6,24.0,90423.8,1
"51.6485,0.0115",51.6485,0.0115,13.1,4.0,151.0,1
